Type,0
Caldera,48
Caldera(s),6
Complex,32
Complex(es),1
Compound,5
Cone(s),1
Crater rows,4
Explosion crater(s),2
Fissure vent,1
Fissure vent(s),7
Lava cone,1
Lava dome,2
Lava dome(s),18
Maar,2
Maar(s),1
Pyroclastic cone,5
Pyroclastic cone(s),20
Pyroclastic shield,3
Shield,44
Shield(s),7
Stratovolcano,319
Stratovolcano(es),75
Stratovolcano?,2
Subglacial,3
Submarine,67
Volcanic field,20
